oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,LR,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,DT,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,Adaboost,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
No,0,GBDT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
Random,0.0,SVM,0.825,0.014,0.2,0.167,0.027,0.516,0.323,0.578
Random,0.0,KNN,0.964,0.0,0.0,0.025,0.0,0.488,0.0,0.707
Random,0.0,LR,0.784,0.023,0.4,0.211,0.043,0.594,0.531,0.45
Random,0.0,DT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
Random,0.0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.0,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
Random,0.0,Adaboost,0.954,0.0,0.0,0.034,0.0,0.483,0.0,0.708
Random,0.0,GBDT,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
ADASYN,0.0,SVM,0.828,0.015,0.2,0.165,0.027,0.518,0.323,0.578
ADASYN,0.0,KNN,0.905,0.028,0.2,0.086,0.049,0.557,0.328,0.569
ADASYN,0.0,LR,0.799,0.024,0.4,0.197,0.046,0.602,0.534,0.446
ADASYN,0.0,DT,0.951,0.105,0.4,0.042,0.167,0.679,0.564,0.425
ADASYN,0.0,RF,0.983,0.333,0.4,0.01,0.364,0.695,0.57,0.424
ADASYN,0.0,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
ADASYN,0.0,Adaboost,0.968,0.1,0.2,0.022,0.133,0.589,0.332,0.566
ADASYN,0.0,GBDT,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
BorderlineSMOTE,0.0,SVM,0.927,0.0,0.0,0.061,0.0,0.469,0.0,0.708
BorderlineSMOTE,0.0,KNN,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
BorderlineSMOTE,0.0,LR,0.886,0.023,0.2,0.106,0.041,0.547,0.327,0.571
BorderlineSMOTE,0.0,DT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
BorderlineSMOTE,0.0,RF,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
BorderlineSMOTE,0.0,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
BorderlineSMOTE,0.0,Adaboost,0.956,0.0,0.0,0.032,0.0,0.484,0.0,0.707
BorderlineSMOTE,0.0,GBDT,0.91,0.029,0.2,0.081,0.051,0.559,0.329,0.569
SMOTE,0.0,SVM,0.833,0.015,0.2,0.16,0.028,0.52,0.323,0.577
SMOTE,0.0,KNN,0.903,0.0,0.0,0.086,0.0,0.457,0.0,0.71
SMOTE,0.0,LR,0.796,0.024,0.4,0.199,0.045,0.6,0.534,0.447
SMOTE,0.0,DT,0.959,0.071,0.2,0.032,0.105,0.584,0.332,0.566
SMOTE,0.0,RF,0.976,0.222,0.4,0.017,0.286,0.691,0.569,0.424
SMOTE,0.0,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SMOTE,0.0,Adaboost,0.961,0.133,0.4,0.032,0.2,0.684,0.566,0.425
SMOTE,0.0,GBDT,0.985,0.333,0.2,0.005,0.25,0.598,0.333,0.566
SVMSMOTE,0.01,SVM,0.932,0.0,0.0,0.057,0.0,0.472,0.0,0.708
SVMSMOTE,0.01,KNN,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
SVMSMOTE,0.01,LR,0.915,0.031,0.2,0.076,0.054,0.562,0.329,0.568
SVMSMOTE,0.01,DT,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
SVMSMOTE,0.01,RF,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SVMSMOTE,0.01,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
SVMSMOTE,0.01,Adaboost,0.966,0.091,0.2,0.025,0.125,0.588,0.332,0.566
SVMSMOTE,0.01,GBDT,0.91,0.029,0.2,0.081,0.051,0.559,0.329,0.569
SMOTUNED,8.13,SVM,0.854,0.018,0.2,0.138,0.032,0.531,0.325,0.574
SMOTUNED,15.85,KNN,0.813,0.014,0.2,0.179,0.025,0.51,0.322,0.58
SMOTUNED,17.52,LR,0.789,0.034,0.6,0.209,0.065,0.696,0.682,0.319
SMOTUNED,5.22,DT,0.791,0.034,0.6,0.206,0.065,0.697,0.683,0.318
SMOTUNED,157.25,RF,0.803,0.025,0.4,0.192,0.047,0.604,0.535,0.445
SMOTUNED,24.52,LightGBM,0.871,0.038,0.4,0.123,0.07,0.639,0.549,0.433
SMOTUNED,69.86,Adaboost,0.867,0.019,0.2,0.125,0.035,0.537,0.326,0.573
SMOTUNED,75.93,GBDT,0.883,0.043,0.4,0.111,0.077,0.645,0.552,0.431
DAZZLE,1066.04,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1066.04,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1066.04,LR,0.908,0.0,0.0,0.081,0.0,0.459,0.0,0.709
DAZZLE,1066.04,DT,0.374,0.012,0.6,0.629,0.023,0.486,0.459,0.527
DAZZLE,1066.04,RF,0.714,0.017,0.4,0.283,0.033,0.559,0.514,0.469
DAZZLE,1066.04,LightGBM,0.167,0.012,0.8,0.84,0.023,0.48,0.266,0.611
DAZZLE,1066.04,Adaboost,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
DAZZLE,1066.04,GBDT,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
WGAN,5.91,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,5.91,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,5.91,LR,0.046,0.013,1.0,0.966,0.025,0.517,0.067,0.683
WGAN,5.91,DT,0.835,0.0,0.0,0.155,0.0,0.423,0.0,0.716
WGAN,5.91,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,5.91,LightGBM,0.917,0.0,0.0,0.071,0.0,0.464,0.0,0.709
WGAN,5.91,Adaboost,0.643,0.007,0.2,0.351,0.013,0.424,0.306,0.618
WGAN,5.91,GBDT,0.794,0.0,0.0,0.197,0.0,0.402,0.0,0.721
RP,0.1845862865447998,SVM,0.862,0.019,0.2,0.13,0.034,0.535,0.325,0.573
RP,0.1845862865447998,KNN,0.939,0.0,0.0,0.049,0.0,0.475,0.0,0.708
RP,0.1845862865447998,LR,0.779,0.022,0.4,0.216,0.042,0.592,0.53,0.451
RP,0.1845862865447998,DT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
RP,0.1845862865447998,RF,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
RP,0.1845862865447998,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
RP,0.1845862865447998,Adaboost,0.947,0.053,0.2,0.044,0.083,0.578,0.331,0.567
RP,0.1845862865447998,GBDT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
