oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
No,0,Adaboost,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
No,0,GBDT,0.927,0.069,0.4,0.066,0.118,0.667,0.56,0.427
Random,0.0,SVM,0.85,0.0,0.0,0.14,0.0,0.43,0.0,0.714
Random,0.0,KNN,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
Random,0.0,LR,0.782,0.033,0.6,0.216,0.062,0.692,0.68,0.322
Random,0.0,DT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
Random,0.0,RF,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
Random,0.0,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
Random,0.0,Adaboost,0.937,0.043,0.2,0.054,0.071,0.573,0.33,0.567
Random,0.0,GBDT,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
ADASYN,0.01,SVM,0.852,0.017,0.2,0.14,0.032,0.53,0.325,0.574
ADASYN,0.01,KNN,0.917,0.0,0.0,0.071,0.0,0.464,0.0,0.709
ADASYN,0.01,LR,0.784,0.023,0.4,0.211,0.043,0.594,0.531,0.45
ADASYN,0.01,DT,0.956,0.0,0.0,0.032,0.0,0.484,0.0,0.707
ADASYN,0.01,RF,0.966,0.091,0.2,0.025,0.125,0.588,0.332,0.566
ADASYN,0.01,LightGBM,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
ADASYN,0.01,Adaboost,0.937,0.043,0.2,0.054,0.071,0.573,0.33,0.567
ADASYN,0.01,GBDT,0.966,0.091,0.2,0.025,0.125,0.588,0.332,0.566
BorderlineSMOTE,0.01,SVM,0.917,0.0,0.0,0.071,0.0,0.464,0.0,0.709
BorderlineSMOTE,0.01,KNN,0.949,0.0,0.0,0.039,0.0,0.48,0.0,0.708
BorderlineSMOTE,0.01,LR,0.881,0.0,0.0,0.108,0.0,0.446,0.0,0.711
BorderlineSMOTE,0.01,DT,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
BorderlineSMOTE,0.01,RF,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
BorderlineSMOTE,0.01,LightGBM,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
BorderlineSMOTE,0.01,Adaboost,0.951,0.059,0.2,0.039,0.091,0.58,0.331,0.566
BorderlineSMOTE,0.01,GBDT,0.942,0.0,0.0,0.047,0.0,0.477,0.0,0.708
SMOTE,0.0,SVM,0.85,0.0,0.0,0.14,0.0,0.43,0.0,0.714
SMOTE,0.0,KNN,0.91,0.0,0.0,0.079,0.0,0.461,0.0,0.709
SMOTE,0.0,LR,0.784,0.023,0.4,0.211,0.043,0.594,0.531,0.45
SMOTE,0.0,DT,0.939,0.0,0.0,0.049,0.0,0.475,0.0,0.708
SMOTE,0.0,RF,0.956,0.0,0.0,0.032,0.0,0.484,0.0,0.707
SMOTE,0.0,LightGBM,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
SMOTE,0.0,Adaboost,0.927,0.037,0.2,0.064,0.062,0.568,0.33,0.567
SMOTE,0.0,GBDT,0.973,0.125,0.2,0.017,0.154,0.591,0.332,0.566
SVMSMOTE,0.01,SVM,0.922,0.0,0.0,0.066,0.0,0.467,0.0,0.709
SVMSMOTE,0.01,KNN,0.947,0.0,0.0,0.042,0.0,0.479,0.0,0.708
SVMSMOTE,0.01,LR,0.9,0.026,0.2,0.091,0.047,0.555,0.328,0.569
SVMSMOTE,0.01,DT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SVMSMOTE,0.01,RF,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SVMSMOTE,0.01,LightGBM,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SVMSMOTE,0.01,Adaboost,0.954,0.062,0.2,0.037,0.095,0.582,0.331,0.566
SVMSMOTE,0.01,GBDT,0.947,0.0,0.0,0.042,0.0,0.479,0.0,0.708
SMOTUNED,9.93,SVM,0.779,0.033,0.6,0.219,0.062,0.691,0.679,0.322
SMOTUNED,16.13,KNN,0.879,0.0,0.0,0.111,0.0,0.445,0.0,0.711
SMOTUNED,19.4,LR,0.706,0.025,0.6,0.292,0.047,0.654,0.649,0.35
SMOTUNED,6.43,DT,0.867,0.037,0.4,0.128,0.068,0.636,0.548,0.434
SMOTUNED,166.78,RF,0.82,0.014,0.2,0.172,0.026,0.514,0.322,0.579
SMOTUNED,83.61,LightGBM,0.828,0.029,0.4,0.167,0.053,0.616,0.54,0.44
SMOTUNED,78.46,Adaboost,0.752,0.02,0.4,0.243,0.038,0.578,0.523,0.458
SMOTUNED,85.54,GBDT,0.84,0.031,0.4,0.155,0.057,0.623,0.543,0.438
DAZZLE,1548.1,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1548.1,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1548.1,LR,0.027,0.012,1.0,0.985,0.024,0.507,0.029,0.697
DAZZLE,1548.1,DT,0.949,0.0,0.0,0.039,0.0,0.48,0.0,0.708
DAZZLE,1548.1,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1548.1,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1548.1,Adaboost,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1548.1,GBDT,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
WGAN,7.61,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,7.61,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,7.61,LR,0.039,0.012,1.0,0.973,0.025,0.514,0.053,0.688
WGAN,7.61,DT,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
WGAN,7.61,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,7.61,LightGBM,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
WGAN,7.61,Adaboost,0.925,0.0,0.0,0.064,0.0,0.468,0.0,0.709
WGAN,7.61,GBDT,0.934,0.0,0.0,0.054,0.0,0.473,0.0,0.708
RP,0.21085548400878906,SVM,0.825,0.0,0.0,0.165,0.0,0.418,0.0,0.717
RP,0.21085548400878906,KNN,0.932,0.0,0.0,0.057,0.0,0.472,0.0,0.708
RP,0.21085548400878906,LR,0.784,0.033,0.6,0.214,0.063,0.693,0.681,0.321
RP,0.21085548400878906,DT,0.956,0.0,0.0,0.032,0.0,0.484,0.0,0.707
RP,0.21085548400878906,RF,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
RP,0.21085548400878906,LightGBM,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
RP,0.21085548400878906,Adaboost,0.949,0.1,0.4,0.044,0.16,0.678,0.564,0.425
RP,0.21085548400878906,GBDT,0.968,0.1,0.2,0.022,0.133,0.589,0.332,0.566
