oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LR,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
No,0,DT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
No,0,Adaboost,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,GBDT,0.961,0.0,0.0,0.027,0.0,0.486,0.0,0.707
Random,0.0,SVM,0.869,0.02,0.2,0.123,0.036,0.539,0.326,0.572
Random,0.0,KNN,0.959,0.0,0.0,0.029,0.0,0.485,0.0,0.707
Random,0.0,LR,0.803,0.013,0.2,0.189,0.024,0.505,0.321,0.581
Random,0.0,DT,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
Random,0.0,RF,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
Random,0.0,LightGBM,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
Random,0.0,Adaboost,0.956,0.0,0.0,0.032,0.0,0.484,0.0,0.707
Random,0.0,GBDT,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
ADASYN,0.01,SVM,0.837,0.03,0.4,0.157,0.056,0.621,0.543,0.439
ADASYN,0.01,KNN,0.917,0.032,0.2,0.074,0.056,0.563,0.329,0.568
ADASYN,0.01,LR,0.794,0.012,0.2,0.199,0.023,0.5,0.32,0.583
ADASYN,0.01,DT,0.956,0.0,0.0,0.032,0.0,0.484,0.0,0.707
ADASYN,0.01,RF,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
ADASYN,0.01,LightGBM,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
ADASYN,0.01,Adaboost,0.947,0.0,0.0,0.042,0.0,0.479,0.0,0.708
